Year,country_code,country_name,gdp,income_group,region,population,remittance_growth_rate,remittance_paid,remittance_per_capita,remittance_received,remittance_to_gdp_ratio,remittance_volatility,unemployment_rate,unemployment_rate_change
1989,LTU,Lithuania,0.0,High income,Europe & Central Asia,3684255.0,0.0,0.0,0.0,0.0,0.0,720012019.4972929,0.0,0.0
1990,LTU,Lithuania,0.0,High income,Europe & Central Asia,3697838.0,0.0,0.0,0.0,0.0,0.0,720012019.4972929,0.0,0.0
1991,LTU,Lithuania,0.0,High income,Europe & Central Asia,3704134.0,0.0,0.0,0.0,0.0,0.0,720012019.4972929,1.1,0.0
1992,LTU,Lithuania,0.0,High income,Europe & Central Asia,3700114.0,0.0,0.0,0.0,0.0,0.0,720012019.4972929,1.2,0.0999999999999998
1993,LTU,Lithuania,0.0,High income,Europe & Central Asia,3682613.0,0.0,90194.27418,0.0093764626910294,34529.8834,0.0,720012019.4972929,13.8,12.6
1994,LTU,Lithuania,0.0,High income,Europe & Central Asia,3657144.0,2051.968148551582,593128.9951,0.2031837117980588,743072.0925,0.0,720012019.4972929,13.8,0.0
1995,LTU,Lithuania,0.013918653,High income,Europe & Central Asia,3629102.0,47.36120640945749,967500.0,0.3017275348006201,1095000.0,78671405.91837443,720012019.4972929,17.54,3.7399999999999984
1996,LTU,Lithuania,0.030718687,High income,Europe & Central Asia,3601613.0,135.15981735159818,33075000.0,0.7149574371260877,2575000.0,83825197.34648815,720012019.4972929,16.4,-1.1400000000000006
1997,LTU,Lithuania,0.028931777,High income,Europe & Central Asia,3575137.0,13.689320388349511,58107500.0,0.8188497391848201,2927500.0,101186318.42074548,720012019.4972929,14.13,-2.269999999999998
1998,LTU,Lithuania,0.030472757,High income,Europe & Central Asia,3549331.0,16.994022203245084,63300000.0,0.9649705817800592,3425000.0,112395475.07959324,720012019.4972929,13.71,-0.4199999999999999
1999,LTU,Lithuania,0.027297791,High income,Europe & Central Asia,3524238.0,-12.554744525547443,46635000.0,0.8498290978078098,2995000.0,109715837.44633403,720012019.4972929,13.39,-0.3200000000000003
2000,LTU,Lithuania,0.433348954,High income,Europe & Central Asia,3499536.0,1567.5292153589314,38125000.0,14.27117766469612,49942500.0,115247768.66081925,720012019.4972929,15.93,2.539999999999999
2001,LTU,Lithuania,0.64678835,High income,Europe & Central Asia,3470818.0,58.48225459278169,29425000.0,22.80442247331897,79150000.0,122373880.11085851,720012019.4972929,16.84,0.91
2002,LTU,Lithuania,0.766127084,High income,Europe & Central Asia,3443067.0,38.0265895135818,31277059.8,31.72986340376182,109248045.6,142597811.61841813,720012019.4972929,13.01,-3.83
2003,LTU,Lithuania,0.611413597,High income,Europe & Central Asia,3415213.0,5.113091652414892,41935040.13,33.62425661298431,114833998.3,187817213.8523769,720012019.4972929,12.87,-0.1400000000000005
2004,LTU,Lithuania,2.552171765,High income,Europe & Central Asia,3377075.0,402.8936244920421,280385149.0,171.0038587238957,577492856.2,226275074.47563976,720012019.4972929,10.68,-2.1899999999999995
2005,LTU,Lithuania,2.855699832,High income,Europe & Central Asia,3322528.0,29.0529097457604,258897637.8,224.30851884468692,745271334.5,260976775.6921589,720012019.4972929,8.32,-2.3599999999999994
2006,LTU,Lithuania,3.294533653,High income,Europe & Central Asia,3269909.0,33.42899337019918,426012938.7,304.108780855981,994408039.5,301835751.04612845,720012019.4972929,5.78,-2.54
2007,LTU,Lithuania,3.610003579,High income,Europe & Central Asia,3231294.0,44.1154175222253,566889505.9,443.5050781513536,1433095298.0,396978913.35525465,720012019.4972929,4.25,-1.5300000000000002
2008,LTU,Lithuania,3.274873514,High income,Europe & Central Asia,3198231.0,9.225768808572289,652017790.0,489.4297369389516,1565309357.0,477975515.78964585,720012019.4972929,5.83,1.58
2009,LTU,Lithuania,3.316144681,High income,Europe & Central Asia,3162916.0,-20.79238423667073,679864454.3,391.9940399934744,1239844221.0,373881220.594428,720012019.4972929,13.79,7.959999999999999
2010,LTU,Lithuania,4.506379964,High income,Europe & Central Asia,3097282.0,34.94921383353369,552309227.6,540.2026773797155,1673160029.0,371286940.3748308,720012019.4972929,17.81,4.02
2011,LTU,Lithuania,4.491588794,High income,Europe & Central Asia,3028115.0,16.869603630723606,1026308575.0,645.7533792474857,1955415494.0,435350514.8583733,720012019.4972929,15.39,-2.419999999999998
2012,LTU,Lithuania,3.510998682,High income,Europe & Central Asia,2987773.0,-22.922654616134487,1134627104.0,504.45008841033103,1507182354.0,429274542.8037162,720012019.4972929,13.36,-2.030000000000001
2013,LTU,Lithuania,4.427669715,High income,Europe & Central Asia,2957689.0,36.672472015950895,851747820.4,696.4570585345518,2059903381.0,465234200.7402871,720012019.4972929,11.77,-1.59
2014,LTU,Lithuania,4.354175992,High income,Europe & Central Asia,2932367.0,2.5893240183967547,904678078.8,720.6604609859544,2113240954.0,485336595.92140806,720012019.4972929,10.7,-1.0700000000000005
2015,LTU,Lithuania,3.313140441,High income,Europe & Central Asia,2904910.0,-35.03734586434671,589066458.3,472.58517888678136,1372817412.0,414355333.3904689,720012019.4972929,9.12,-1.58
2016,LTU,Lithuania,2.97331562,High income,Europe & Central Asia,2868231.0,-6.766015581393281,583843381.2,446.2445221462288,1279932372.0,430473093.1995709,720012019.4972929,7.86,-1.259999999999999
2017,LTU,Lithuania,2.727360976,High income,Europe & Central Asia,2828403.0,1.767341970158398,548041411.1,460.5260120286961,1302553154.0,477587369.4249118,720012019.4972929,7.07,-0.79
2018,LTU,Lithuania,2.580357343,High income,Europe & Central Asia,2801543.0,6.481527202228854,616910983.7,495.0766384810085,1386978491.0,537514113.9899087,720012019.4972929,6.15,-0.92
2019,LTU,Lithuania,2.381164388,High income,Europe & Central Asia,2794137.0,-5.986983975514293,602061051.7,466.6701421583838,1303940311.0,547606170.1456959,720012019.4972929,6.26,0.1099999999999994
2020,LTU,Lithuania,1.389057216,High income,Europe & Central Asia,2794885.0,-39.36996174359395,365938903.9,282.86656137909074,790579509.4,569148268.5476363,720012019.4972929,8.49,2.2300000000000004
2021,LTU,Lithuania,1.171538746,High income,Europe & Central Asia,2800839.0,-1.5813854838570671,403262248.9,277.8015443943761,778077399.8,664149950.1886727,720012019.4972929,7.11,-1.38
2022,LTU,Lithuania,1.046356581,High income,Europe & Central Asia,2833000.0,-5.414607018637119,568093735.3,259.77676184256967,735947566.3,703342990.0126944,720012019.4972929,5.569,-1.5410000000000004
1970,LUX,Luxembourg,0.0,High income,Europe & Central Asia,339171.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1971,LUX,Luxembourg,0.0,High income,Europe & Central Asia,342421.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1972,LUX,Luxembourg,0.0,High income,Europe & Central Asia,346600.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1973,LUX,Luxembourg,0.0,High income,Europe & Central Asia,350450.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1974,LUX,Luxembourg,0.0,High income,Europe & Central Asia,355050.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1975,LUX,Luxembourg,0.0,High income,Europe & Central Asia,358950.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1976,LUX,Luxembourg,0.0,High income,Europe & Central Asia,360731.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1977,LUX,Luxembourg,0.0,High income,Europe & Central Asia,361358.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1978,LUX,Luxembourg,0.0,High income,Europe & Central Asia,362007.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1979,LUX,Luxembourg,0.0,High income,Europe & Central Asia,362856.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1980,LUX,Luxembourg,0.0,High income,Europe & Central Asia,364150.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1981,LUX,Luxembourg,0.0,High income,Europe & Central Asia,365225.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1982,LUX,Luxembourg,0.0,High income,Europe & Central Asia,365525.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1983,LUX,Luxembourg,0.0,High income,Europe & Central Asia,365622.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1984,LUX,Luxembourg,0.0,High income,Europe & Central Asia,365998.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1985,LUX,Luxembourg,0.0,High income,Europe & Central Asia,366706.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1986,LUX,Luxembourg,0.0,High income,Europe & Central Asia,368355.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1987,LUX,Luxembourg,0.0,High income,Europe & Central Asia,370750.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1988,LUX,Luxembourg,0.0,High income,Europe & Central Asia,373450.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1989,LUX,Luxembourg,0.0,High income,Europe & Central Asia,377100.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1990,LUX,Luxembourg,0.0,High income,Europe & Central Asia,381850.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,0.0,0.0
1991,LUX,Luxembourg,0.0,High income,Europe & Central Asia,387000.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,1.48,0.0
1992,LUX,Luxembourg,0.0,High income,Europe & Central Asia,392175.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,2.03,0.5499999999999998
1993,LUX,Luxembourg,0.0,High income,Europe & Central Asia,397475.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,2.33,0.3000000000000002
1994,LUX,Luxembourg,0.0,High income,Europe & Central Asia,402925.0,0.0,0.0,0.0,0.0,0.0,591104786.1359693,3.48,1.15
1995,LUX,Luxembourg,3.49956853,High income,Europe & Central Asia,408625.0,0.0,2214762939.0,1785.9120477210156,729768310.5,208530938.6697451,591104786.1359693,2.92,-0.56
1996,LUX,Luxembourg,3.400826525,High income,Europe & Central Asia,414225.0,-2.6247929547497217,2304241455.0,1715.5251452712896,710613403.3,208953146.5589825,591104786.1359693,3.29,0.3700000000000001
1997,LUX,Luxembourg,3.317441999,High income,Europe & Central Asia,419450.0,-8.667790688152365,2219349121.0,1547.3093834783645,649018920.9,195638362.6588312,591104786.1359693,2.53,-0.7600000000000002
1998,LUX,Luxembourg,3.258473897,High income,Europe & Central Asia,424700.0,1.165652857933508,2458588135.0,1545.995357899694,656584228.5,201500533.4566288,591104786.1359693,2.76,0.2299999999999999
1999,LUX,Luxembourg,2.975278951,High income,Europe & Central Asia,430475.0,-0.7643256389915032,2694624183.0,1513.5972748707825,651565786.9,218993175.978006,591104786.1359693,2.39,-0.3699999999999996
2000,LUX,Luxembourg,2.725018344,High income,Europe & Central Asia,436300.0,-11.209828304138655,2719591403.0,1325.9829954159982,578526380.9,212301829.88448903,591104786.1359693,2.35,-0.04
2001,LUX,Luxembourg,2.696138526,High income,Europe & Central Asia,441525.0,-0.3264924577962347,3138724319.0,1306.013330841968,576637535.9,213875337.0196825,591104786.1359693,1.81,-0.54
2002,LUX,Luxembourg,3.499254846,High income,Europe & Central Asia,446175.0,43.51614098592365,4070377008.0,1854.8057130049867,827567939.0,236498333.33687985,591104786.1359693,2.62,0.81
2003,LUX,Luxembourg,3.529013221,High income,Europe & Central Asia,451630.0,26.5106790223298,5068145923.0,2318.184839359653,1046961819.0,296672682.54192805,591104786.1359693,3.68,1.06
2004,LUX,Luxembourg,3.359888935,High income,Europe & Central Asia,458095.0,12.529395592027791,6037754949.0,2571.8242002204784,1178139807.0,350648438.02641946,591104786.1359693,5.11,1.4300000000000002
2005,LUX,Luxembourg,3.155654305,High income,Europe & Central Asia,465158.0,0.9054207265233316,6742474551.0,2555.705650553145,1188806929.0,376722801.073738,591104786.1359693,4.49,-0.6200000000000001
2006,LUX,Luxembourg,3.014521496,High income,Europe & Central Asia,472637.0,8.80955960511567,7626976008.0,2736.8479065329207,1293535584.0,429101462.9407705,591104786.1359693,4.73,0.2400000000000002
2007,LUX,Luxembourg,2.867550068,High income,Europe & Central Asia,479993.0,14.360562113457863,9367574108.0,3081.908621584065,1479294565.0,515874014.3748381,591104786.1359693,4.07,-0.6600000000000001
2008,LUX,Luxembourg,2.82379044,High income,Europe & Central Asia,488650.0,12.32645122305307,11042647564.0,3400.468818172516,1661639088.0,588442776.9363792,591104786.1359693,5.06,0.9899999999999992
2009,LUX,Luxembourg,3.077583831,High income,Europe & Central Asia,497783.0,0.8809024237398155,10758738696.0,3367.484440006991,1676276507.0,544672898.952464,591104786.1359693,5.12,0.0600000000000005
2010,LUX,Luxembourg,2.970037721,High income,Europe & Central Asia,506953.0,-0.399690562506938,10658661179.0,3293.355770653295,1669576588.0,562139859.7718349,591104786.1359693,4.36,-0.7599999999999998
2011,LUX,Luxembourg,2.934731416,High income,Europe & Central Asia,518347.0,8.447864207832323,11775377477.0,3493.0657474626078,1810620151.0,616962813.4038416,591104786.1359693,4.9,0.54
2012,LUX,Luxembourg,2.873874943,High income,Europe & Central Asia,530946.0,-5.120988129331828,11454422099.0,3235.54280096281,1717898508.0,597763835.2651172,591104786.1359693,5.14,0.2399999999999993
2013,LUX,Luxembourg,2.947060085,High income,Europe & Central Asia,543360.0,11.856417946199183,12419217720.0,3536.47624963192,1921579735.0,652032764.7137198,591104786.1359693,5.85,0.71
2014,LUX,Luxembourg,2.744127359,High income,Europe & Central Asia,556319.0,-1.7427362700616733,12917475761.0,3393.901103503565,1888091668.0,688048119.1252173,591104786.1359693,5.85,0.0
2015,LUX,Luxembourg,2.788723587,High income,Europe & Central Asia,569604.0,-11.273882174665683,11232764646.0,2941.044020056039,1675230438.0,600715842.1183462,591104786.1359693,6.67,0.8200000000000003
2016,LUX,Luxembourg,2.796469099,High income,Europe & Central Asia,582014.0,3.8589042160180655,11679077114.0,2989.405711890092,1739875976.0,622168854.5109148,591104786.1359693,6.29,-0.3799999999999999
2017,LUX,Luxembourg,2.902865044,High income,Europe & Central Asia,596336.0,9.636315422059717,12693980483.0,3198.7602844705,1907535913.0,657121803.4895321,591104786.1359693,5.52,-0.7700000000000005
2018,LUX,Luxembourg,2.933635664,High income,Europe & Central Asia,607950.0,9.192800083339758,14044624458.0,3426.090757463607,2082891876.0,710003597.7746418,591104786.1359693,5.59,0.0700000000000002
2019,LUX,Luxembourg,3.006424598,High income,Europe & Central Asia,620001.0,0.7856095262815277,14153474834.0,3385.890140499773,2099255273.0,698256418.7362334,591104786.1359693,5.59,0.0
2020,LUX,Luxembourg,3.134328613,High income,Europe & Central Asia,630419.0,10.475890656486154,14287360529.0,3678.7770673155474,2319170960.0,739925912.8034512,591104786.1359693,6.77,1.1799999999999995
2021,LUX,Luxembourg,2.844628508,High income,Europe & Central Asia,640064.0,4.879503492920589,16947366586.0,3800.143404409559,2432334988.0,855062438.2619736,591104786.1359693,5.25,-1.5199999999999996
2022,LUX,Luxembourg,2.684186277,High income,Europe & Central Asia,650774.0,-9.206205933999412,15506484219.0,3393.511756769631,2208409220.0,822748122.5588578,591104786.1359693,4.698,-0.5519999999999996
1970,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,247284.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1971,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,249832.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1972,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,248669.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1973,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,247838.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1974,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,247280.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1975,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,246919.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1976,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,246661.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1977,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,246405.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1978,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,246048.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1979,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,245605.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1980,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,245332.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1981,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,248695.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1982,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,256692.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1983,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,266253.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1984,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,276591.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1985,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,287700.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1986,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,299491.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1987,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,311808.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1988,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,324478.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1989,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,337336.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1990,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,350227.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,0.0,0.0
1991,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,362390.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,3.01,0.0
1992,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,372370.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,2.2,-0.8099999999999996
1993,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,380712.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,2.06,-0.1400000000000001
1994,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,388779.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,2.48,0.4199999999999999
1995,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,396641.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,3.58,1.1
1996,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,404297.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,4.25,0.6699999999999999
1997,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,411700.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,3.26,-0.9900000000000002
1998,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,418776.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,4.61,1.3500000000000003
1999,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,425518.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,6.35,1.739999999999999
2000,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,431896.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,6.87,0.5200000000000005
2001,MAC,"Macao SAR, China",0.0,High income,East Asia & Pacific,439122.0,0.0,0.0,0.0,0.0,0.0,12219539.805849882,6.39,-0.4800000000000004
2002,MAC,"Macao SAR, China",0.632421479,High income,East Asia & Pacific,449665.0,0.0,95124956.95,103.6775522889262,46620166.55,73716924.70615786,12219539.805849882,6.27,-0.1200000000000001
2003,MAC,"Macao SAR, China",0.578922702,High income,East Asia & Pacific,462533.0,2.4036268055760424,93896939.93,103.2158599926924,47740741.37,82464794.01320834,12219539.805849882,6.0,-0.2699999999999996
2004,MAC,"Macao SAR, China",0.501112647,High income,East Asia & Pacific,475529.0,11.717345582561922,132290260.2,112.158646517878,53334689.02,106432534.35988416,12219539.805849882,4.9,-1.0999999999999996
2005,MAC,"Macao SAR, China",0.437088744,High income,East Asia & Pacific,488619.0,-0.3458343591931978,232536754.9,108.776448193787,53150239.34,121600567.54973312,12219539.805849882,4.16,-0.7400000000000002
2006,MAC,"Macao SAR, China",0.372897306,High income,East Asia & Pacific,501863.0,4.355338524802943,441438338.1,110.51843269976068,55465112.19,148740983.90509692,12219539.805849882,3.82,-0.3400000000000003
2007,MAC,"Macao SAR, China",0.294934249,High income,East Asia & Pacific,515330.0,-1.945890339683809,792459633.0,105.53591277433875,54385821.93,184399818.3134032,12219539.805849882,3.27,-0.5499999999999998
2008,MAC,"Macao SAR, China",0.245393389,High income,East Asia & Pacific,529038.0,-5.124329082655099,1017705652.0,97.5334729074282,51598913.44,210270185.5590739,12219539.805849882,3.0,-0.27
2009,MAC,"Macao SAR, China",0.224116587,High income,East Asia & Pacific,543021.0,-6.234829292947985,768319249.5,89.09749212277242,48381809.27,215877860.3477484,12219539.805849882,3.58,0.5800000000000001
2010,MAC,"Macao SAR, China",0.165901286,High income,East Asia & Pacific,557297.0,-3.1588329230747725,636508215.1,84.07278121001907,46853508.75,282417996.14500874,12219539.805849882,2.84,-0.7400000000000002
2011,MAC,"Macao SAR, China",0.131066648,High income,East Asia & Pacific,571003.0,3.071617811334137,773583528.2,84.57515892210724,48292669.47,368458873.45802873,12219539.805849882,2.56,-0.2799999999999998
2012,MAC,"Macao SAR, China",0.108607001,High income,East Asia & Pacific,582766.0,-2.869183594956904,972686489.6,80.490392576094,46907064.12,431897241.3205664,12219539.805849882,1.97,-0.5900000000000001
2013,MAC,"Macao SAR, China",0.094416569,High income,East Asia & Pacific,593374.0,3.735085456463216,1282686426.0,82.00407003003164,48659083.05,515365931.6936204,12219539.805849882,1.82,-0.1499999999999999
2014,MAC,"Macao SAR, China",0.067145535,High income,East Asia & Pacific,604167.0,-24.23860463601564,1629715149.0,61.017566815135545,36864800.29,549028320.2002932,12219539.805849882,1.67,-0.1500000000000001
2015,MAC,"Macao SAR, China",0.08774517,High income,East Asia & Pacific,615239.0,7.223174570465041,1949440187.0,64.2475674819054,39527609.17,450481880.3131842,12219539.805849882,1.81,0.1400000000000001
2016,MAC,"Macao SAR, China",0.061211772,High income,East Asia & Pacific,626688.0,-30.20412731934529,2026879349.0,44.02292651207618,27588639.77,450708072.4603104,12219539.805849882,1.94,0.1299999999999999
2017,MAC,"Macao SAR, China",0.068503497,High income,East Asia & Pacific,638609.0,25.2464962682718,2041139084.0,54.10791999486384,34553804.68,504409354.167715,12219539.805849882,1.99,0.05
2018,MAC,"Macao SAR, China",0.076181141,High income,East Asia & Pacific,650991.0,21.88590660286154,2165769640.0,64.69554586776161,42116218.1,552843099.3177171,12219539.805849882,1.83,-0.1599999999999999
2019,MAC,"Macao SAR, China",0.099633042,High income,East Asia & Pacific,663653.0,30.59667843253,2324634267.0,82.87822389109972,55002381.92,552049609.4056829,12219539.805849882,1.75,-0.08
2020,MAC,"Macao SAR, China",0.258325838,High income,East Asia & Pacific,676283.0,19.574720701477588,2140937869.0,97.25062519684806,65768944.56,254596849.7351783,12219539.805849882,2.57,0.8199999999999998
2021,MAC,"Macao SAR, China",0.245321567,High income,East Asia & Pacific,686607.0,12.363315443783662,2049176204.0,107.6309543013689,73900166.64,301237952.8783949,12219539.805849882,2.253,-0.3169999999999997
2022,MAC,"Macao SAR, China",0.077189577,High income,East Asia & Pacific,695168.0,-77.04218413654176,0.0,24.405415928236053,16965864.18,219794755.19084656,12219539.805849882,2.627,0.3739999999999996
1970,MDG,Madagascar,0.0,Low income,Sub-Saharan Africa,6639751.0,0.0,0.0,0.0,0.0,0.0,187000251.86607537,0.0,0.0
1971,MDG,Madagascar,0.0,Low income,Sub-Saharan Africa,6840457.0,0.0,0.0,0.0,0.0,0.0,187000251.86607537,0.0,0.0
1972,MDG,Madagascar,0.0,Low income,Sub-Saharan Africa,7051090.0,0.0,0.0,0.0,0.0,0.0,187000251.86607537,0.0,0.0
1973,MDG,Madagascar,0.0,Low income,Sub-Saharan Africa,7268560.0,0.0,0.0,0.0,0.0,0.0,187000251.86607537,0.0,0.0
1974,MDG,Madagascar,0.021666059,Low income,Sub-Saharan Africa,7491935.0,0.0,20315429.69,0.0554527577988864,415448.457,19175081.95652933,187000251.86607537,0.0,0.0
1975,MDG,Madagascar,0.020437984,Low income,Sub-Saharan Africa,7720859.0,12.314592036142756,37328739.17,0.0604348867917416,466609.2396,22830492.459530253,187000251.86607537,0.0,0.0
1976,MDG,Madagascar,0.032607607,Low income,Sub-Saharan Africa,7955197.0,52.47172985899014,34735359.19,0.089431748742363,711447.1793,21818441.914489463,187000251.86607537,0.0,0.0
1977,MDG,Madagascar,0.013804074,Low income,Sub-Saharan Africa,8195142.0,-54.23012434733536,26009574.89,0.039734331546665,325628.4893,23589303.367976733,187000251.86607537,0.0,0.0
1978,MDG,Madagascar,0.014939158,Low income,Sub-Saharan Africa,8440919.0,22.48281412888033,27386940.0,0.0472506533115647,398838.9373,26697551.314471677,187000251.86607537,0.0,0.0
1979,MDG,Madagascar,0.001357271,Low income,Sub-Saharan Africa,8692289.0,-88.21329448969024,26325582.5,0.0054082383823179,47009.971,34635655.66493353,187000251.86607537,0.0,0.0
1980,MDG,Madagascar,0.007279122,Low income,Sub-Saharan Africa,8948162.0,705.4604024324966,31238351.82,0.042315584094253,378646.7016,52018183.18198266,187000251.86607537,0.0,0.0
1981,MDG,Madagascar,0.004639453,Low income,Sub-Saharan Africa,9207310.0,-41.68519768772231,23331947.33,0.0239817140402571,220807.0755,47593342.46946785,187000251.86607537,0.0,0.0
1982,MDG,Madagascar,0.002390232,Low income,Sub-Saharan Africa,9470990.0,-48.202729853192594,20100885.39,0.0120760382388747,114372.0374,47849764.12331523,187000251.86607537,0.0,0.0
1983,MDG,Madagascar,0.002478583,Low income,Sub-Saharan Africa,9740088.0,1.561304266841712,12196561.81,0.0119257375190039,116157.7329,46864572.58038162,187000251.86607537,0.0,0.0
1984,MDG,Madagascar,0.144295016,Low income,Sub-Saharan Africa,10015017.0,4752.087245755809,10647845.27,0.5627623540728887,5636074.543,39059384.719150655,187000251.86607537,0.0,0.0
1985,MDG,Madagascar,0.120280615,Low income,Sub-Saharan Africa,10297746.0,-18.848837606653348,14430678.37,0.4441496231311201,4573740.005,38025578.81001856,187000251.86607537,0.0,0.0
1986,MDG,Madagascar,0.135000812,Low income,Sub-Saharan Africa,10588428.0,28.337455596145112,16308345.79,0.5543619457014771,5869821.548,43479898.09127963,187000251.86607537,0.0,0.0
1987,MDG,Madagascar,0.144675417,Low income,Sub-Saharan Africa,10890514.0,-20.810586063152336,11905949.59,0.426818907078215,4648277.283,32129005.60017048,187000251.86607537,0.0,0.0
1988,MDG,Madagascar,0.126339542,Low income,Sub-Saharan Africa,11206789.0,-13.310995414642512,13844011.31,0.3595628780911285,4029545.307,31894569.53231633,187000251.86607537,0.0,0.0
