Year,country_code,country_name,new_income_group,new_region,population,remittance_growth_rate,remittance_paid,remittance_per_capita,remittance_received,remittance_to_gdp_ratio,remittance_volatility,unemployment_rate,unemployment_rate_change,net_migration,gdp,remittance_to_gdp_ratio1
1995,MAR,Morocco,Lower middle income,Middle East & North Africa,26599048,7.776375633,14753690.94,74.0440277,1969500647.0,390302854.7,2915471307.0,13.612,0.61,-97336,39030285468.0,0.050460831207979416
1996,MAR,Morocco,Lower middle income,Middle East & North Africa,26999093,9.950393583,14112179.01,80.20542442,2165473713.0,431615723.6,2915471307.0,13.194,-0.418,-98110,43161572353.0,0.05017133517031119
1997,MAR,Morocco,Lower middle income,Middle East & North Africa,27397118,-12.59142526,14904839.94,69.08791315,1892809709.0,391478445.2,2915471307.0,13.75,0.556,-95238,39147844526.0,0.04835029187221004
1998,MAR,Morocco,Lower middle income,Middle East & North Africa,27791825,6.225027928,21760823.73,72.34636955,2010637642.0,464976095.4,2915471307.0,13.609,-0.141,-94306,46497609536.0,0.04324174214683654
1999,MAR,Morocco,Lower middle income,Middle East & North Africa,28176997,-3.607413364,19685000.89,68.78325717,1938105631.0,462664278.6,2915471307.0,13.94,0.331,-91664,46266427863.0,0.041890107374162204
2000,MAR,Morocco,Lower middle income,Middle East & North Africa,28554415,11.49868941,23198610.99,75.67874803,2160962378.0,430174554.0,2915471307.0,13.58,-0.36,-90376,43017455401.0,0.050234546833510876
2001,MAR,Morocco,Lower middle income,Middle East & North Africa,28930097,50.90129644,26568226.51,112.7172247,3260920244.0,438314802.0,2915471307.0,12.46,-1.12,-84706,43831480206.0,0.07439676298117852
2002,MAR,Morocco,Lower middle income,Middle East & North Africa,29301817,-11.76869148,30315999.61,98.19024537,2877152601.0,470771921.9,2915471307.0,11.59,-0.87,-91645,47077192184.0,0.06111563726559398
2003,MAR,Morocco,Lower middle income,Middle East & North Africa,29661270,25.60739968,34149629.35,121.8395762,3613916567.0,580293613.4,2915471307.0,11.92,0.33,-108908,58029361339.0,0.06227737965075935
2004,MAR,Morocco,Lower middle income,Middle East & North Africa,30033125,16.79395276,33536406.46,140.5393547,4220836008.0,661141479.3,2915471307.0,10.83,-1.09,-66711,66114147932.0,0.06384164569951399
2005,MAR,Morocco,Lower middle income,Middle East & North Africa,30431902,8.727911042,35071215.05,150.8031545,4589226820.0,688526554.8,2915471307.0,11.01,0.18,-58941,68852655480.0,0.06665286600795023
2006,MAR,Morocco,Lower middle income,Middle East & North Africa,30833022,18.78626333,37889226.54,176.8030086,5451371055.0,758838204.3,2915471307.0,9.67,-1.34,-72241,75883820424.0,0.0718383843161892
2007,MAR,Morocco,Lower middle income,Middle East & North Africa,31232633,23.46384741,48909774.1,215.4948781,6730472441.0,869479097.4,2915471307.0,9.56,-0.11,-73718,86947909745.0,0.07740809940962429
2008,MAR,Morocco,Lower middle income,Middle East & North Africa,31634992,2.433934459,54396669.32,217.9323367,6894287729.0,1018229069.0,2915471307.0,9.57,0.01,-78864,102000000000.0,0.06759105616666666
2009,MAR,Morocco,Lower middle income,Middle East & North Africa,32042877,-9.067944254,60109315.81,195.6477741,6269117561.0,1011549523.0,2915471307.0,8.96,-0.61,-82207,101000000000.0,0.0620704709009901
2010,MAR,Morocco,Lower middle income,Middle East & North Africa,32464865,2.447297686,62034092.0,197.8305325,6422541530.0,1008653255.0,2915471307.0,9.09,0.13,-70490,101000000000.0,0.0635895200990099
2011,MAR,Morocco,Lower middle income,Middle East & North Africa,32903699,12.98192247,70930587.4,220.5317673,7256310892.0,1100806313.0,2915471307.0,8.91,-0.18,-67369,110000000000.0,0.06596646265454545
2012,MAR,Morocco,Lower middle income,Middle East & North Africa,33352169,-10.31385804,64152932.18,195.1268983,6507905288.0,1069373975.0,2915471307.0,8.99,0.08,-65136,107000000000.0,0.060821544747663554
2013,MAR,Morocco,Lower middle income,Middle East & North Africa,33803527,5.743701782,63305944.12,203.5793472,6881699960.0,1157392884.0,2915471307.0,9.23,0.24,-67026,116000000000.0,0.05932499965517241
2014,MAR,Morocco,Lower middle income,Middle East & North Africa,34248603,13.17981114,100200862.6,227.4164297,7788695018.0,1191308458.0,2915471307.0,9.7,0.47,-72062,119000000000.0,0.06545121863865547
2015,MAR,Morocco,Lower middle income,Middle East & North Africa,34680458,-11.36456592,78799239.1,199.0614898,6903543638.0,1104138207.0,2915471307.0,9.46,-0.24,-81202,110000000000.0,0.06275948761818181
2016,MAR,Morocco,Lower middle income,Middle East & North Africa,35107264,-7.533373891,106698413.0,181.8277233,6383473884.0,1115729467.0,2915471307.0,9.3,-0.16,-57256,112000000000.0,0.05699530253571428
2017,MAR,Morocco,Lower middle income,Middle East & North Africa,35528115,6.885408196,111635972.5,192.0451484,6823002118.0,1185405747.0,2915471307.0,9.225,-0.075,-71807,119000000000.0,0.05733615225210084
2018,MAR,Morocco,Lower middle income,Middle East & North Africa,35927511,1.413129123,138278345.0,192.5939136,6919419948.0,1273411419.0,2915471307.0,9.239,0.014,-89007,127000000000.0,0.05448362163779528
2019,MAR,Morocco,Lower middle income,Middle East & North Africa,36304408,0.623730101,136433736.5,191.7832802,6962578453.0,1289202651.0,2915471307.0,9.242,0.003,-91959,129000000000.0,0.05397347637984496
2020,MAR,Morocco,Lower middle income,Middle East & North Africa,36688772,6.485528544,152346535.2,202.0819467,7414138466.0,1213475337.0,2915471307.0,11.114,1.872,-33807,121000000000.0,0.06127387161983471
2021,MAR,Morocco,Lower middle income,Middle East & North Africa,37076584,47.10109888,175462338.8,294.1554474,10906279156.0,1428665831.0,2915471307.0,10.542,-0.572,-46242,143000000000.0,0.0762676864055944
2022,MAR,Morocco,Lower middle income,Middle East & North Africa,37457971,2.401308322,153477538.1,298.1520955,11168172545.0,1341815878.0,2915471307.0,10.494,-0.048,0,134000000000.0,0.08334457123134328
1970,MOZ,Mozambique,Low income,Sub-Saharan Africa,8411676,0.0,0.0,0.0,0.0,0.0,96452201.15,0.0,0.0,-5468,0.0,
1971,MOZ,Mozambique,Low income,Sub-Saharan Africa,8622890,0.0,0.0,0.0,0.0,0.0,96452201.15,0.0,0.0,11749,0.0,
1972,MOZ,Mozambique,Low income,Sub-Saharan Africa,8860585,0.0,0.0,0.0,0.0,0.0,96452201.15,0.0,0.0,39407,0.0,
1973,MOZ,Mozambique,Low income,Sub-Saharan Africa,9123668,0.0,0.0,0.0,0.0,0.0,96452201.15,0.0,0.0,50018,0.0,
1974,MOZ,Mozambique,Low income,Sub-Saharan Africa,9404221,0.0,0.0,0.0,0.0,0.0,96452201.15,0.0,0.0,55981,0.0,
1975,MOZ,Mozambique,Low income,Sub-Saharan Africa,9703732,0.0,0.0,0.0,0.0,0.0,96452201.15,0.0,0.0,64299,0.0,
1976,MOZ,Mozambique,Low income,Sub-Saharan Africa,10019210,0.0,0.0,0.0,0.0,0.0,96452201.15,0.0,0.0,64050,0.0,
1977,MOZ,Mozambique,Low income,Sub-Saharan Africa,10363575,0.0,0.0,0.0,0.0,0.0,96452201.15,0.0,0.0,99519,0.0,
1978,MOZ,Mozambique,Low income,Sub-Saharan Africa,10741128,0.0,0.0,0.0,0.0,0.0,96452201.15,0.0,0.0,104611,0.0,
1979,MOZ,Mozambique,Low income,Sub-Saharan Africa,11127844,0.0,0.0,0.0,0.0,0.0,96452201.15,0.0,0.0,89893,0.0,
1980,MOZ,Mozambique,Low income,Sub-Saharan Africa,11413587,0.0,25299999.24,4.678634467,53400001.53,0.0,96452201.15,0.0,0.0,-122726,0.0,inf
1981,MOZ,Mozambique,Low income,Sub-Saharan Africa,11640015,20.78651339,29399999.62,5.541229973,64500000.0,0.0,96452201.15,0.0,0.0,-18371,0.0,inf
1982,MOZ,Mozambique,Low income,Sub-Saharan Africa,11901827,-1.550387597,23600000.38,5.335315326,63500000.0,0.0,96452201.15,0.0,0.0,-34299,0.0,inf
1983,MOZ,Mozambique,Low income,Sub-Saharan Africa,12163328,18.42519205,19899999.62,6.182518218,75199996.95,0.0,96452201.15,0.0,0.0,-29916,0.0,inf
1984,MOZ,Mozambique,Low income,Sub-Saharan Africa,12426223,-24.20212459,25700000.76,4.587073643,57000000.0,0.0,96452201.15,0.0,0.0,-23223,0.0,inf
1985,MOZ,Mozambique,Low income,Sub-Saharan Africa,12680065,-28.42105396,25000000.0,3.217649061,40799999.24,0.0,96452201.15,0.0,0.0,-39678,0.0,inf
1986,MOZ,Mozambique,Low income,Sub-Saharan Africa,12909797,22.54902189,23000000.0,3.873027593,50000000.0,0.0,96452201.15,0.0,0.0,-106376,0.0,inf
1987,MOZ,Mozambique,Low income,Sub-Saharan Africa,12964793,16.0,25000000.0,4.473654149,58000000.0,0.0,96452201.15,0.0,0.0,-423368,0.0,inf
1988,MOZ,Mozambique,Low income,Sub-Saharan Africa,12956772,23.44827322,25299999.24,5.52606764,71599998.47,0.0,96452201.15,0.0,0.0,-259989,0.0,inf
1989,MOZ,Mozambique,Low income,Sub-Saharan Africa,13087604,-0.418988026,27500000.0,5.447903455,71300003.05,0.0,96452201.15,0.0,0.0,-170957,0.0,inf
1990,MOZ,Mozambique,Low income,Sub-Saharan Africa,13303459,-1.262274168,25399999.62,5.291856917,70400001.53,0.0,96452201.15,0.0,0.0,-97330,0.0,inf
1991,MOZ,Mozambique,Low income,Sub-Saharan Africa,13561175,-21.02273116,29600000.38,4.099939605,55599998.47,36334883.85,96452201.15,2.765,0.0,-95107,3633488385.0,0.015302098858917916
1992,MOZ,Mozambique,Low income,Sub-Saharan Africa,13816881,4.316549633,26600000.38,4.197763591,58000000.0,26400013.11,96452201.15,2.842,0.077,-110878,2640001311.0,0.021969686059750596
1993,MOZ,Mozambique,Low income,Sub-Saharan Africa,14206254,2.758618052,21299999.24,4.195335271,59599998.47,27295247.58,96452201.15,2.718,-0.124,158569,2729524758.0,0.021835302389296006
1994,MOZ,Mozambique,Low income,Sub-Saharan Africa,14912873,-8.05369019,19399999.62,3.674677525,54799999.24,27965553.81,96452201.15,2.744,0.026,502417,2796555381.0,0.01959553514023544
1995,MOZ,Mozambique,Low income,Sub-Saharan Africa,15594830,7.846714032,20600000.38,3.789717392,59099998.47,28999121.3,96452201.15,2.771,0.027,72493,2899912130.0,0.020379927329039448
1996,MOZ,Mozambique,Low income,Sub-Saharan Africa,16079553,3.214892689,15699999.81,3.793637796,61000000.0,38567998.44,96452201.15,2.704,-0.067,66949,3856799844.0,0.01581622134083451
1997,MOZ,Mozambique,Low income,Sub-Saharan Africa,16521724,4.262292574,22899999.62,3.849477117,63599998.47,46488388.95,96452201.15,2.7,-0.004,-55158,4648838896.0,0.013680835127395647
1998,MOZ,Mozambique,Low income,Sub-Saharan Africa,16923195,-27.20125731,31100000.38,2.735889957,46299999.24,52638849.09,96452201.15,2.747,0.047,-54854,5263884908.0,0.0087957848716703
1999,MOZ,Mozambique,Low income,Sub-Saharan Africa,17337893,-17.92656453,139800003.1,2.191731141,38000000.0,59764025.9,96452201.15,2.772,0.025,-62292,5976402586.0,0.006358340063806404
2000,MOZ,Mozambique,Low income,Sub-Saharan Africa,17768505,-3.157896737,156199996.9,2.07108022,36799999.24,56564736.51,96452201.15,2.886,0.114,-58468,5656473652.0,0.006505819969123053
2001,MOZ,Mozambique,Low income,Sub-Saharan Africa,18220716,13.63315816,64189277.65,2.295025143,41817001.34,53985578.99,96452201.15,2.843,-0.043,-51429,5398557896.0,0.0077459577438233704
2002,MOZ,Mozambique,Low income,Sub-Saharan Africa,18694946,25.6781015,49908393.86,2.811177598,52554813.39,56770136.29,96452201.15,2.9,0.057,-44909,5677013629.0,0.009257475289742694
2003,MOZ,Mozambique,Low income,Sub-Saharan Africa,19186754,32.2015523,29506679.53,3.621158593,69478279.11,63033997.55,96452201.15,2.955,0.055,-48338,6303399758.0,0.011022350124918097
2004,MOZ,Mozambique,Low income,Sub-Saharan Africa,19694411,-17.21367127,20255369.19,2.920550228,57518516.54,76311061.75,96452201.15,2.985,0.03,-40129,7631106171.0,0.0075373760043575206
2005,MOZ,Mozambique,Low income,Sub-Saharan Africa,20211114,2.387698749,24484791.32,2.913836686,58891885.44,85420830.74,96452201.15,3.031,0.046,-52323,8542083074.0,0.006894323659676457
2006,MOZ,Mozambique,Low income,Sub-Saharan Africa,20735982,35.89731686,26098008.42,3.859594986,80032492.16,91768965.99,96452201.15,3.045,0.014,-48812,9176896597.0,0.008721084662342523
2007,MOZ,Mozambique,Low income,Sub-Saharan Africa,21280513,24.18185797,45250476.61,4.670274431,99385835.74,104508265.3,96452201.15,3.097,0.052,-44273,10450826527.0,0.00950985412333024
2008,MOZ,Mozambique,Low income,Sub-Saharan Africa,21845571,16.45922303,56837736.43,5.298280924,115743972.1,125561732.5,96452201.15,3.141,0.044,-62180,12556173243.0,0.009218092953960049
2009,MOZ,Mozambique,Low income,Sub-Saharan Africa,22436660,-3.99045308,65747044.09,4.952843391,111125263.2,119144715.1,96452201.15,3.19,0.049,-60999,11914471513.0,0.009326915010770735
2010,MOZ,Mozambique,Low income,Sub-Saharan Africa,23073723,4.186240974,53681013.21,5.017709301,115777234.5,111046490.6,96452201.15,3.229,0.039,-29343,11104649065.0,0.010426014709902946
2011,MOZ,Mozambique,Low income,Sub-Saharan Africa,23760421,11.99936685,41487242.7,5.457385187,129669769.6,143815524.7,96452201.15,3.263,0.034,-8820,14381552467.0,0.009016395823576145
2012,MOZ,Mozambique,Low income,Sub-Saharan Africa,24487611,34.2698647,96201741.86,7.110020826,174107424.2,163508134.8,96452201.15,3.304,0.041,10389,16350813487.0,0.010648242323749038
2013,MOZ,Mozambique,Low income,Sub-Saharan Africa,25251731,-12.46151656,99836837.31,6.035665385,152410998.7,169743142.9,96452201.15,3.347,0.043,22477,16974314296.0,0.008978919327298874
2014,MOZ,Mozambique,Low income,Sub-Saharan Africa,26038704,2.003770874,193870444.8,5.970533937,155464965.9,177160910.6,96452201.15,3.384,0.037,31611,17716091057.0,0.008775353739140583
2015,MOZ,Mozambique,Low income,Sub-Saharan Africa,26843246,-8.095604902,190566935.1,5.322722017,142879136.5,159509793.5,96452201.15,3.43,0.046,30414,15950979333.0,0.00895738960706984
2016,MOZ,Mozambique,Low income,Sub-Saharan Africa,27696493,-34.64917843,98477390.91,3.371282045,93372689.55,119369930.9,96452201.15,3.454,0.024,77168,11936993087.0,0.007822128141440215
2017,MOZ,Mozambique,Low income,Sub-Saharan Africa,28569441,176.2443427,219143648.1,9.028415099,257936772.5,132190795.0,96452201.15,3.453,-0.001,14804,13219079498.0,0.01951246095002492
2018,MOZ,Mozambique,Low income,Sub-Saharan Africa,29423878,14.78402092,209479738.4,10.06224261,296070198.9,148454005.9,96452201.15,3.455,0.002,-12765,14845400593.0,0.019943564139293414
2019,MOZ,Mozambique,Low income,Sub-Saharan Africa,30285595,1.181270629,202255973.9,9.891421621,299567589.2,153900310.4,96452201.15,3.465,0.01,-17639,15390031040.0,0.01946504126089144
2020,MOZ,Mozambique,Low income,Sub-Saharan Africa,31178239,16.43910285,211095591.0,11.187733,348813813.3,141568649.2,96452201.15,3.776,0.311,11745,14156864916.0,0.024639199100202815
2021,MOZ,Mozambique,Low income,Sub-Saharan Africa,32077072,30.14738766,221102203.2,14.15254066,453972065.8,157767574.2,96452201.15,3.939,0.163,-9515,15776757420.0,0.028774738288395385
2022,MOZ,Mozambique,Low income,Sub-Saharan Africa,32969518,-33.24046669,179396890.4,9.192419267,303069632.5,178514914.3,96452201.15,3.906,-0.033,0,17851491428.0,0.016977272387708534
1970,MMR,Myanmar,Lower middle income,East Asia & Pacific,27284112,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,17995,578992638.8,0.0
1971,MMR,Myanmar,Lower middle income,East Asia & Pacific,27914953,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,6315,559378375.7,0.0
1972,MMR,Myanmar,Lower middle income,East Asia & Pacific,28551949,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,10730,634525053.1,0.0
1973,MMR,Myanmar,Lower middle income,East Asia & Pacific,29165356,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,-55665,667038769.1,0.0
1974,MMR,Myanmar,Lower middle income,East Asia & Pacific,29751936,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,-53905,1000557950.0,0.0
1975,MMR,Myanmar,Lower middle income,East Asia & Pacific,30344276,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,-52795,1128484859.0,0.0
1976,MMR,Myanmar,Lower middle income,East Asia & Pacific,30941375,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,-60596,1155595925.0,0.0
1977,MMR,Myanmar,Lower middle income,East Asia & Pacific,31554598,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,-37899,1000350727.0,0.0
1978,MMR,Myanmar,Lower middle income,East Asia & Pacific,32185601,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,-36071,916914661.3,0.0
1979,MMR,Myanmar,Lower middle income,East Asia & Pacific,32821779,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,-44199,919525191.6,0.0
1980,MMR,Myanmar,Lower middle income,East Asia & Pacific,33465781,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,-37697,1010596805.0,0.0
1981,MMR,Myanmar,Lower middle income,East Asia & Pacific,34110098,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,-52859,1064867669.0,0.0
1982,MMR,Myanmar,Lower middle income,East Asia & Pacific,34742586,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,-79901,1302701537.0,0.0
1983,MMR,Myanmar,Lower middle income,East Asia & Pacific,35424262,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,18430,1427209836.0,0.0
1984,MMR,Myanmar,Lower middle income,East Asia & Pacific,36159838,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,11430,1354699245.0,0.0
1985,MMR,Myanmar,Lower middle income,East Asia & Pacific,36881020,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,6076,1310837294.0,0.0
1986,MMR,Myanmar,Lower middle income,East Asia & Pacific,37572340,0.0,0.0,0.0,0.0,0.0,976715013.6,0.0,0.0,-7352,1590096759.0,0.0
1987,MMR,Myanmar,Lower middle income,East Asia & Pacific,38233171,0.0,75017.8397,0.156220486,5972804.546,14480038.05,976715013.6,0.0,0.0,-11643,1448003804.0,0.004124854181667605
1988,MMR,Myanmar,Lower middle income,East Asia & Pacific,38868270,14.46155596,418023.3479,0.175890643,6836565.018,13925477.43,976715013.6,0.0,0.0,-13044,1392547743.0,0.004909393629314152
1989,MMR,Myanmar,Lower middle income,East Asia & Pacific,39489419,35.67828176,0.0,0.234891629,9275733.948,16748233.1,976715013.6,0.0,0.0,-26579,1674823311.0,0.0055383358274740425
1990,MMR,Myanmar,Lower middle income,East Asia & Pacific,40099553,-35.63381475,0.0,0.14889034,5970436.096,20363735.22,976715013.6,0.0,0.0,-40864,2036373523.0,0.0029318963483694832
1991,MMR,Myanmar,Lower middle income,East Asia & Pacific,40680533,-73.99071049,0.0,0.038172263,1552868.009,21371848.66,976715013.6,0.732,0.0,-79081,2137184858.0,0.0007265950828667157
1992,MMR,Myanmar,Lower middle income,East Asia & Pacific,41237813,-81.97985384,0.0,0.00678574,279829.0849,22160725.29,976715013.6,0.704,-0.028,-80697,2216072577.0,0.00012627252726479636
1993,MMR,Myanmar,Lower middle income,East Asia & Pacific,41788302,10098.34287,0.0,0.682916705,28537929.53,28097483.88,976715013.6,0.678,-0.026,-83251,2809748387.0,0.010156756264026285
1994,MMR,Myanmar,Lower middle income,East Asia & Pacific,42337109,46.47354846,0.0,0.987325753,41800518.04,38215357.81,976715013.6,0.688,0.01,-71386,3821535780.0,0.010938146453779898
1995,MMR,Myanmar,Lower middle income,East Asia & Pacific,42880186,92.76084771,0.0,1.879073774,80575032.92,48792578.48,976715013.6,0.686,-0.002,-75127,4879257848.0,0.016513788660098703
1996,MMR,Myanmar,Lower middle income,East Asia & Pacific,43423369,51.97028268,0.0,2.819912598,122450105.3,57596247.44,976715013.6,0.692,0.006,-65800,5759624742.0,0.021260083909126315
1997,MMR,Myanmar,Lower middle income,East Asia & Pacific,43972046,20.21678596,0.0,3.347708246,147205581.0,56330706.03,976715013.6,0.699,0.007,-58984,5633070603.0,0.026132387000724407
1998,MMR,Myanmar,Lower middle income,East Asia & Pacific,44516185,-7.732463758,0.0,3.051091705,135822962.8,46130714.96,976715013.6,0.703,0.004,-62299,4613071495.0,0.0294430647665477
1999,MMR,Myanmar,Lower middle income,East Asia & Pacific,45041636,-0.56621118,0.0,2.998423903,135053918.0,56438186.9,976715013.6,0.683,-0.02,-81905,5643818689.0,0.023929528115994372
2000,MMR,Myanmar,Lower middle income,East Asia & Pacific,45538332,-24.36161326,13781411.52,2.243222365,102152604.8,68493216.45,976715013.6,0.654,-0.029,-106816,6849321646.0,0.014914265978391752
2001,MMR,Myanmar,Lower middle income,East Asia & Pacific,46014826,13.71043923,13974440.85,2.524364117,116158175.6,62202706.3,976715013.6,0.656,0.002,-131190,6220270632.0,0.018674135334631206
2002,MMR,Myanmar,Lower middle income,East Asia & Pacific,46480230,-9.2740173,23043884.55,2.267321962,105385646.3,61106328.57,976715013.6,0.663,0.007,-150317,6110632858.0,0.0172462736264755
2003,MMR,Myanmar,Lower middle income,East Asia & Pacific,46924293,-19.90168049,22610100.9,1.798900448,84412131.69,77546474.25,976715013.6,0.656,-0.007,-165833,7754647428.0,0.010885360356321283
2004,MMR,Myanmar,Lower middle income,East Asia & Pacific,47338446,38.09995491,24271990.03,2.462546316,116573115.8,93908552.96,976715013.6,0.653,-0.003,-169843,9390855298.0,0.012413471627533963
2005,MMR,Myanmar,Lower middle income,East Asia & Pacific,47724471,11.07958041,18816238.3,2.713260623,129488927.9,105884330.7,976715013.6,0.656,0.003,-185133,10588433069.0,0.0122292814296676
2006,MMR,Myanmar,Lower middle income,East Asia & Pacific,48088274,-11.05945044,31369185.55,2.394932372,115168164.1,118630163.2,976715013.6,0.661,0.005,-186225,11863016315.0,0.009708168735667797
2007,MMR,Myanmar,Lower middle income,East Asia & Pacific,48445647,-29.66019861,0.0,1.672163815,81009057.89,155911825.4,976715013.6,0.669,0.008,-185117,15591182545.0,0.005195825118215881
2008,MMR,Myanmar,Lower middle income,East Asia & Pacific,48729486,-32.42234684,0.0,1.123426998,54744020.17,230130158.1,976715013.6,0.682,0.013,-180646,23013015832.0,0.002378828597244412
2009,MMR,Myanmar,Lower middle income,East Asia & Pacific,49015836,-0.496835909,0.0,1.111314968,54472032.22,294551656.4,976715013.6,0.69,0.008,-158651,29455165595.0,0.0018493201827134388
2010,MMR,Myanmar,Lower middle income,East Asia & Pacific,49390988,110.8510452,0.0,2.325421174,114854849.3,377960529.1,976715013.6,0.696,0.006,-116543,37796052939.0,0.003038805387572272
2011,MMR,Myanmar,Lower middle income,East Asia & Pacific,49794522,10.64050136,0.0,2.552007249,127075981.1,541186018.9,976715013.6,0.719,0.023,-82753,54118601975.0,0.002348101696320658
2012,MMR,Myanmar,Lower middle income,East Asia & Pacific,50218185,116.1038296,0.0,5.468458522,274616061.7,583186776.1,976715013.6,0.731,0.012,-61554,58318677645.0,0.004708886977370352
2013,MMR,Myanmar,Lower middle income,East Asia & Pacific,50648334,498.6115189,419356298.1,32.45681048,1643883378.0,605722571.1,976715013.6,0.722,-0.009,-62882,60572257122.0,0.027139212836150648
2014,MMR,Myanmar,Lower middle income,East Asia & Pacific,51072436,9.963863568,565941089.8,35.39438916,1807677675.0,632648927.7,976715013.6,0.723,0.001,-74923,63264892768.0,0.028573156389104654
2015,MMR,Myanmar,Lower middle income,East Asia & Pacific,51483949,6.97302853,382264665.7,37.55981413,1933727555.0,630453065.0,976715013.6,0.77,0.047,-94128,63045306514.0,0.03067203035281606
2016,MMR,Myanmar,Lower middle income,East Asia & Pacific,51892349,16.59940358,297721233.6,43.4498503,2254714796.0,602917389.3,976715013.6,0.994,0.224,-87935,60291738935.0,0.03739674515659249
2017,MMR,Myanmar,Lower middle income,East Asia & Pacific,52288341,8.788454857,96325534.85,46.91044583,2452869388.0,614493919.1,976715013.6,1.36,0.366,-105438,61449391917.0,0.039916902535229365
2018,MMR,Myanmar,Lower middle income,East Asia & Pacific,52666014,8.994592948,151129018.6,50.76319246,2673495005.0,671447261.6,976715013.6,0.77,-0.59,-114634,67144726168.0,0.0398169023477847
2019,MMR,Myanmar,Lower middle income,East Asia & Pacific,53040212,-4.499923014,178868963.0,48.13686997,2553189788.0,686977614.7,976715013.6,0.41,-0.36,-100810,68697761477.0,0.037165545617593485
2020,MMR,Myanmar,Lower middle income,East Asia & Pacific,53423198,4.620620627,0.0,50.00005806,2671163002.0,789302590.9,976715013.6,1.48,1.07,-66228,78930259069.0,0.033842065558975266
2021,MMR,Myanmar,Lower middle income,East Asia & Pacific,53798084,-25.12624656,0.0,37.17604515,2000000000.0,651247696.0,976715013.6,0.0,0.0,-35382,65124769602.0,0.030710281390977534
2022,MMR,Myanmar,Lower middle income,East Asia & Pacific,54179306,-5.0,0.0,35.06874008,1900000000.0,593643625.4,976715013.6,0.0,0.0,0,59364362541.0,0.032005734057832504
1970,NAM,Namibia,Upper middle income,Sub-Saharan Africa,754467,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,-244,0.0,
1971,NAM,Namibia,Upper middle income,Sub-Saharan Africa,776995,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,-208,0.0,
1972,NAM,Namibia,Upper middle income,Sub-Saharan Africa,800610,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,-236,0.0,
1973,NAM,Namibia,Upper middle income,Sub-Saharan Africa,824918,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,-1066,0.0,
1974,NAM,Namibia,Upper middle income,Sub-Saharan Africa,850091,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,-744,0.0,
1975,NAM,Namibia,Upper middle income,Sub-Saharan Africa,876572,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,-553,0.0,
1976,NAM,Namibia,Upper middle income,Sub-Saharan Africa,901840,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,-5048,0.0,
1977,NAM,Namibia,Upper middle income,Sub-Saharan Africa,926109,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,-3907,0.0,
1978,NAM,Namibia,Upper middle income,Sub-Saharan Africa,942023,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,-22827,0.0,
1979,NAM,Namibia,Upper middle income,Sub-Saharan Africa,957334,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,-4818,0.0,
1980,NAM,Namibia,Upper middle income,Sub-Saharan Africa,975994,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,-15041,2421991155.0,0.0
1981,NAM,Namibia,Upper middle income,Sub-Saharan Africa,987394,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,-18901,2249908725.0,0.0
1982,NAM,Namibia,Upper middle income,Sub-Saharan Africa,1005520,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,-889,2118710574.0,0.0
1983,NAM,Namibia,Upper middle income,Sub-Saharan Africa,1033085,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,-481,2297400688.0,0.0
1984,NAM,Namibia,Upper middle income,Sub-Saharan Africa,1061995,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,-267,1951259377.0,0.0
1985,NAM,Namibia,Upper middle income,Sub-Saharan Africa,1093311,0.0,0.0,0.0,0.0,0.0,26735165.56,0.0,0.0,2090,1608237351.0,0.0
