country_name,country_code,Year,remittance_received,remittance_paid,gdp,unemployment_rate
Northern Mariana Islands,MNP,2000,0.0,0.0,0.0,0.0
Mozambique,MOZ,2000,36799999.24,156199996.9,0.650581997,2.886
Mauritania,MRT,2000,0.0,0.0,0.0,10.049
Mauritius,MUS,2000,177000000.0,0.0,3.795578283,9.142
Malawi,MWI,2000,746886.2102,424876.6196,0.029436172,4.923
Malaysia,MYS,2000,342368421.1,598947368.4,0.365038257,3.0
Namibia,NAM,2000,9161114.181,8662483.857,0.233568902,20.3
New Caledonia,NCL,2000,0.0,0.0,0.0,17.479
Niger,NER,2000,14460552.87,11906371.48,0.645055527,1.521
Nigeria,NGA,2000,1391826072.0,1052141.649,2.00409915,3.852
Nicaragua,NIC,2000,320000000.0,0.0,6.265505895,7.394
Netherlands,NLD,2000,425802933.8,1447233060.0,0.101993774,2.73
Norway,NOR,2000,270449673.5,1059510254.0,0.157736713,3.46
Nepal,NPL,2000,111498192.0,16732552.41,2.029360644,10.604
Nauru,NRU,2000,0.0,0.0,0.0,0.0
New Zealand,NZL,2000,215300354.6,187155232.7,0.409137716,6.13
Oman,OMN,2000,39000000.0,1451200000.0,0.199923593,4.066
Pakistan,PAK,2000,1075000000.0,2000000.0,1.310691998,0.611
Panama,PAN,2000,16400000.0,22000000.0,0.133288741,6.051
Peru,PER,2000,717663840.0,275356567.4,1.386930755,4.898
Philippines,PHL,2000,6924000000.0,21000000.0,8.275388458,3.655
Palau,PLW,2000,0.0,0.0,0.0,0.0
Papua New Guinea,PNG,2000,7226507.187,11214674.43,0.205220394,2.92
Poland,POL,2000,1496000000.0,311000000.0,0.868654091,16.31
Puerto Rico,PRI,2000,0.0,0.0,0.0,10.08
"Korea, Dem. People's Rep.",PRK,2000,0.0,0.0,0.0,3.011
Portugal,PRT,2000,258747231.7,203164071.5,0.218158434,3.81
Paraguay,PRY,2000,151700000.0,0.0,1.713019998,7.61
West Bank and Gaza,PSE,2000,863808161.5,5643152.478,20.0252263,10.63
French Polynesia,PYF,2000,0.0,0.0,0.0,11.682
Qatar,QAT,2000,0.0,0.0,0.0,0.842
Romania,ROU,2000,96000000.0,6000000.0,0.257692261,6.97
Russian Federation,RUS,2000,499950000.0,232200000.0,0.192503071,10.58
Rwanda,RWA,2000,6626256.797,28024974.09,0.320300476,11.936
Saudi Arabia,SAU,2000,0.0,15390133333.0,0.0,4.57
Sudan,SDN,2000,640800000.0,4400000.0,5.227905367,15.282
Senegal,SEN,2000,234066647.2,55028951.05,3.892556891,5.582
Singapore,SGP,2000,0.0,0.0,0.0,3.7
Solomon Islands,SLB,2000,4323108.472,6465012.215,1.029697217,2.112
Sierra Leone,SLE,2000,7134994.324,0.0,1.122076748,3.425
El Salvador,SLV,2000,1764200000.0,19200000.0,14.9699688,6.96
San Marino,SMR,2000,0.0,0.0,0.0,0.0
Somalia,SOM,2000,0.0,0.0,0.0,19.401
Serbia,SRB,2000,0.0,0.0,0.0,12.6
South Sudan,SSD,2000,0.0,0.0,0.0,12.126
Suriname,SUR,2000,1250000.0,1799999.952,0.131902181,12.741
Slovak Republic,SVK,2000,17795790.15,6709550.418,0.06085579,19.06
Slovenia,SVN,2000,202300000.0,27100000.0,0.997061176,6.92
Sweden,SWE,2000,437804032.9,538812671.4,0.166570429,5.47
Eswatini,SWZ,2000,56796073.49,20743452.59,3.267722081,24.271
Sint Maarten (Dutch part),SXM,2000,0.0,0.0,0.0,0.0
Seychelles,SYC,2000,3159009.302,10104413.45,0.482872099,0.0
Syrian Arab Republic,SYR,2000,180000000.0,29000000.0,0.223352712,9.602
Turks and Caicos Islands,TCA,2000,0.0,0.0,0.0,0.0
Chad,TCD,2000,0.0,0.0,0.0,0.806
Togo,TGO,2000,34234286.84,6727752.275,1.688611505,4.057
Thailand,THA,2000,1696785433.0,0.0,1.342476135,2.39
Tajikistan,TJK,2000,0.0,0.0,0.0,15.134
Turkmenistan,TKM,2000,0.0,0.0,0.0,11.513
Timor-Leste,TLS,2000,0.0,0.0,0.0,3.448
Tonga,TON,2000,0.0,0.0,0.0,4.103
Trinidad and Tobago,TTO,2000,38100002.02,0.0,0.467235731,12.1
Tunisia,TUN,2000,795953356.6,21157330.29,3.706673371,14.94
Tuvalu,TUV,2000,0.0,0.0,0.0,0.0
Tanzania,TZA,2000,8000014.826,20300037.62,0.059808829,3.072
Uganda,UGA,2000,238100000.0,353000000.0,3.844510097,3.552
Ukraine,UKR,2000,419000000.0,5000000.0,1.294205218,11.71
Uruguay,URY,2000,0.0,0.0,0.0,12.63
United States,USA,2000,4395000000.0,34397000000.0,0.042874083,3.99
Uzbekistan,UZB,2000,0.0,0.0,0.0,12.211
St. Vincent and the Grenadines,VCT,2000,19292592.59,4459259.259,4.508183491,20.958
"Venezuela, RB",VEN,2000,17000000.0,331000000.0,0.014511748,13.99
British Virgin Islands,VGB,2000,0.0,0.0,0.0,0.0
Virgin Islands (U.S.),VIR,2000,0.0,0.0,0.0,10.5
Vietnam,VNM,2000,1340000000.0,0.0,4.298658141,2.26
Vanuatu,VUT,2000,13506730.14,17194271.88,4.965442586,1.708
Samoa,WSM,2000,45000000.0,4667156.219,17.38417332,4.664
Kosovo,XKX,2000,0.0,0.0,0.0,0.0
"Yemen, Rep.",YEM,2000,1288000000.0,60504001.62,13.34378157,11.558
South Africa,ZAF,2000,324663747.1,614277481.9,0.213942579,20.266
Zambia,ZMB,2000,0.0,24100000.0,0.0,12.93
Zimbabwe,ZWE,2000,0.0,0.0,0.0,5.688
Aruba,ABW,2001,1335195.531,39111731.84,0.070397644,0.0
Afghanistan,AFG,2001,0.0,0.0,0.0,8.04
Angola,AGO,2001,0.0,216060000.0,0.0,4.119
Albania,ALB,2001,699300000.0,0.0,17.82973046,18.575
Andorra,AND,2001,0.0,0.0,0.0,0.0
United Arab Emirates,ARE,2001,0.0,0.0,0.0,2.501
Argentina,ARG,2001,189600000.0,256100000.0,0.070562818,17.32
Armenia,ARM,2001,209240000.0,18080000.0,9.876949218,10.933
American Samoa,ASM,2001,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2001,23676666.67,1564444.444,2.957803174,0.0
Australia,AUS,2001,486744685.8,855078367.4,0.128307539,6.74
Austria,AUT,2001,1774000488.0,1421891113.0,0.898188196,4.01
Azerbaijan,AZE,2001,104125000.0,141882000.0,1.824316125,10.91
Burundi,BDI,2001,0.0,2355623.71,0.0,3.003
Belgium,BEL,2001,3933338623.0,3905530518.0,1.661416147,6.18
Benin,BEN,2001,83064161.12,10267645.66,2.265660584,0.766
Burkina Faso,BFA,2001,49915523.53,44031791.69,1.564567954,2.654
Bangladesh,BGD,2001,2104551469.0,3699706.708,3.897946271,3.618
Bulgaria,BGR,2001,826200309.6,26957168.67,5.825103675,19.92
Bahrain,BHR,2001,0.0,1286918851.0,0.0,1.144
"Bahamas, The",BHS,2001,0.0,53620000.0,0.0,6.87
Bosnia and Herzegovina,BIH,2001,1500016857.0,10807341.19,25.85961058,26.537
Belarus,BLR,2001,67200000.0,33200000.0,0.543917266,11.537
Belize,BLZ,2001,28397885.21,16029825.41,2.441778608,9.07
Bermuda,BMU,2001,0.0,0.0,0.0,0.0
Bolivia,BOL,2001,135280000.0,36380000.0,1.66160673,2.479
Brazil,BRA,2001,1448914000.0,344833000.0,0.258742172,10.65
Barbados,BRB,2001,129950000.0,20300000.0,4.254378785,9.85
Brunei Darussalam,BRN,2001,0.0,0.0,0.0,5.694
Bhutan,BTN,2001,0.0,0.0,0.0,1.9
Botswana,BWA,2001,17907642.66,129091561.7,0.326209844,18.54
Central African Republic,CAF,2001,0.0,0.0,0.0,5.333
Canada,CAN,2001,611188719.3,1774974003.0,0.082709005,7.22
Switzerland,CHE,2001,1176038086.0,6555649200.0,0.41036973,2.49
Channel Islands,CHI,2001,0.0,0.0,0.0,5.545
Chile,CHL,2001,11900000.0,15700000.0,0.016639338,10.39
China,CHN,2001,1209000000.0,936000000.0,0.090264241,3.8
Cameroon,CMR,2001,16831585.08,41725638.84,0.153664195,7.46
"Congo, Dem. Rep.",COD,2001,0.0,0.0,0.0,2.928
"Congo, Rep.",COG,2001,12119417.89,31589063.57,0.433346371,20.002
Colombia,COL,2001,2056358873.0,204463328.5,2.094038133,15.04
Comoros,COM,2001,0.0,0.0,0.0,4.704
Cabo Verde,CPV,2001,80954171.13,282770.0635,14.37676053,11.17
Costa Rica,CRI,2001,198443413.1,140491791.5,1.242120979,5.92
Cuba,CUB,2001,0.0,0.0,0.0,4.08
Cayman Islands,CYM,2001,0.0,0.0,0.0,0.0
Cyprus,CYP,2001,77850333.49,79289844.76,0.748712291,3.98
Czechia,CZE,2001,256460660.8,711113468.4,0.378212055,7.99
Germany,DEU,2001,3883047671.0,9184539371.0,0.199561398,7.77
Djibouti,DJI,2001,11945690.15,1778067.87,2.086884379,28.52
Dominica,DMA,2001,14342592.59,6666.666667,4.21588373,0.0
Denmark,DNK,2001,698623281.5,744817219.7,0.423944799,4.16
Dominican Republic,DOM,2001,1981800000.0,21700000.0,7.740854587,7.26
Algeria,DZA,2001,670000000.0,0.0,1.22386281,27.3
Ecuador,ECU,2001,1420558147.0,6932673.063,5.805702698,4.25
"Egypt, Arab Rep.",EGY,2001,2911400000.0,34700000.0,3.011233343,9.26
Eritrea,ERI,2001,0.0,0.0,0.0,5.666
Spain,ESP,2001,699655911.7,573849904.5,0.111440339,10.35
Estonia,EST,2001,11020698.08,2237405.011,0.176200089,13.13
Ethiopia,ETH,2001,18313718.17,14023477.9,0.222488067,3.298
Finland,FIN,2001,490718039.7,96710854.53,0.378835998,10.29
Fiji,FJI,2001,77584872.31,3814692.529,4.695107626,4.798
France,FRA,2001,9194240138.0,5384609627.0,0.66738222,8.61
Faroe Islands,FRO,2001,39040000.0,13410000.0,3.364739458,0.0
"Micronesia, Fed. Sts.",FSM,2001,0.0,0.0,0.0,0.0
Gabon,GAB,2001,5363974.692,95900828.29,0.106782625,17.234
United Kingdom,GBR,2001,4955597476.0,5462692455.0,0.30056417,4.7
Georgia,GEO,2001,218638753.7,19835373.23,6.791156433,11.16
Ghana,GHA,2001,45909120.0,6399200.0,0.863786047,9.492
Gibraltar,GIB,2001,0.0,0.0,0.0,0.0
Guinea,GIN,2001,8715870.258,36833045.67,0.308042682,4.573
"Gambia, The",GMB,2001,0.0,0.0,0.0,8.535
Guinea-Bissau,GNB,2001,10028122.57,5129566.193,2.55414576,3.042
Equatorial Guinea,GNQ,2001,0.0,0.0,0.0,8.105
Greece,GRC,2001,2014591009.0,536152678.5,1.477955707,10.46
Grenada,GRD,2001,24311111.11,1214814.815,4.671223505,0.0
Greenland,GRL,2001,0.0,0.0,0.0,0.0
Guatemala,GTM,2001,633753628.5,32488093.31,3.443336074,2.793
Guam,GUM,2001,0.0,0.0,0.0,13.21
Guyana,GUY,2001,22300000.0,24100000.0,3.131286053,11.812
"Hong Kong SAR, China",HKG,2001,152845007.8,308510999.7,0.090224972,5.09
Honduras,HND,2001,610441530.0,11500000.0,7.978415643,4.0
Croatia,HRV,2001,927871134.2,70878588.59,4.023145776,15.82
Haiti,HTI,2001,623580000.0,19340000.0,9.848119295,9.635
Hungary,HUN,2001,364256476.9,314975099.9,0.677686606,5.67
Indonesia,IDN,2001,1046000000.0,0.0,0.651928886,6.08
Isle of Man,IMN,2001,0.0,0.0,0.0,0.0
India,IND,2001,14273018778.0,751084697.3,2.940216906,7.957
Ireland,IRL,2001,243999328.6,273767791.7,0.2231429,3.68
"Iran, Islamic Rep.",IRN,2001,682000000.0,0.0,0.537521057,12.298
Iraq,IRQ,2001,0.0,0.0,0.0,8.842
Iceland,ISL,2001,39346088.87,14302008.89,0.477799905,1.87
Israel,ISR,2001,195600000.0,3038700000.0,0.145279073,11.81
Italy,ITA,2001,1932443183.0,1897127489.0,0.165445584,9.6
Jamaica,JAM,2001,1046600000.0,179400000.0,11.3826099,6.915
Jordan,JOR,2001,2011334086.0,193234922.6,22.40837916,14.7
Japan,JPN,2001,1249546432.0,2345078421.0,0.028562955,5.02
Kazakhstan,KAZ,2001,85039400.0,203146500.0,0.383878452,10.43
Kenya,KEN,2001,50914426.28,5091442.628,0.39207144,3.07
Kyrgyz Republic,KGZ,2001,4533928.8,13344072.8,0.297284121,2.075
Cambodia,KHM,2001,112800000.0,52346450.0,2.831324934,1.04
Kiribati,KIR,2001,0.0,0.0,0.0,0.0
St. Kitts and Nevis,KNA,2001,24759259.26,8033333.333,5.398363107,0.0
"Korea, Rep.",KOR,2001,4516200000.0,4486500000.0,0.824638386,3.7
Kuwait,KWT,2001,0.0,1784912694.0,0.0,0.8
Lao PDR,LAO,2001,694575.0,463050.0,0.039272165,1.913
Lebanon,LBN,2001,0.0,0.0,0.0,8.185
Liberia,LBR,2001,0.0,0.0,0.0,2.2
Libya,LBY,2001,10000000.0,683000000.0,0.029315129,19.81
St. Lucia,LCA,2001,24133333.33,2777777.778,2.70373444,18.515
Liechtenstein,LIE,2001,0.0,0.0,0.0,0.0
Sri Lanka,LKA,2001,1169810000.0,188270000.0,7.427481182,7.9
Lesotho,LSO,2001,401257772.2,9554950.714,48.595663,16.999
Lithuania,LTU,2001,79150000.0,29425000.0,0.64678835,16.84
Luxembourg,LUX,2001,576637535.9,3138724319.0,2.696138526,1.81
Latvia,LVA,2001,273692698.8,142426404.5,3.272897031,13.82
"Macao SAR, China",MAC,2001,0.0,0.0,0.0,6.39
St. Martin (French part),MAF,2001,0.0,0.0,0.0,0.0
Morocco,MAR,2001,3260920244.0,26568226.51,7.439676299,12.46
Monaco,MCO,2001,0.0,0.0,0.0,0.0
Moldova,MDA,2001,242210000.0,39390000.0,16.35809546,7.29
Madagascar,MDG,2001,10871296.09,11415636.25,0.199901273,5.35
Maldives,MDV,2001,1823118.75,49963192.0,0.209546255,3.034
Mexico,MEX,2001,10146263000.0,0.0,1.340851562,2.63
Marshall Islands,MHL,2001,0.0,0.0,0.0,0.0
North Macedonia,MKD,2001,73439228.0,20520593.0,1.979688243,30.52
Mali,MLI,2001,88167264.58,23287998.97,2.542060955,1.225
Malta,MLT,2001,12930129.42,8422550.228,0.296893104,7.11
Myanmar,MMR,2001,116158175.6,13974440.85,1.867413534,0.656
Montenegro,MNE,2001,0.0,0.0,0.0,29.012
Mongolia,MNG,2001,26684782.61,6393861.893,2.104481552,6.143
Northern Mariana Islands,MNP,2001,0.0,0.0,0.0,0.0
Mozambique,MOZ,2001,41817001.34,64189277.65,0.774595774,2.843
Mauritania,MRT,2001,0.0,0.0,0.0,9.997
Mauritius,MUS,2001,615851.2813,6343698.726,0.013348498,9.14
Malawi,MWI,2001,746885.9698,623014.7005,0.029899255,4.99
Malaysia,MYS,2001,367105263.2,633947368.4,0.395656009,3.53
Namibia,NAM,2001,8454651.754,7840079.553,0.237667715,20.856
New Caledonia,NCL,2001,0.0,0.0,0.0,17.24
Niger,NER,2001,21992150.1,10338645.34,0.898109938,1.47
Nigeria,NGA,2001,1166614598.0,593358.4312,1.575855379,3.838
Nicaragua,NIC,2001,335700000.0,0.0,6.306420382,7.474
Netherlands,NLD,2001,482759932.3,1534123315.0,0.11185696,2.12
Norway,NOR,2001,278971195.7,1022440563.0,0.160107213,3.74
Nepal,NPL,2001,146985151.9,24304800.75,2.446875396,10.566
Nauru,NRU,2001,0.0,0.0,0.0,0.0
New Zealand,NZL,2001,218798054.7,215634248.8,0.406140801,5.43
Oman,OMN,2001,39011703.51,1531859558.0,0.200553683,4.11
Pakistan,PAK,2001,1461000000.0,3000000.0,1.83809644,0.6
Panama,PAN,2001,73100000.0,42100000.0,0.58470582,6.042
Peru,PER,2001,753211439.5,174931900.0,1.447643938,5.027
Philippines,PHL,2001,8760000000.0,24000000.0,11.09967433,3.7
Palau,PLW,2001,0.0,0.0,0.0,0.0
Papua New Guinea,PNG,2001,5924500.942,10739272.46,0.192289983,2.801
Poland,POL,2001,1563000000.0,345000000.0,0.818729713,18.37
Puerto Rico,PRI,2001,0.0,0.0,0.0,11.4
"Korea, Dem. People's Rep.",PRK,2001,0.0,0.0,0.0,3.029
Portugal,PRT,2001,342123729.9,250512227.8,0.281342249,3.83
Paraguay,PRY,2001,140000000.0,0.0,1.647871819,6.21
West Bank and Gaza,PSE,2001,805742463.2,4900868.599,20.124946,21.49
French Polynesia,PYF,2001,0.0,0.0,0.0,11.813
Qatar,QAT,2001,0.0,0.0,0.0,0.846
Romania,ROU,2001,116000000.0,5000000.0,0.287163441,6.56
Russian Federation,RUS,2001,986410000.0,914690000.0,0.321723202,8.98
Rwanda,RWA,2001,7850030.503,32714482.7,0.399178096,11.94
Saudi Arabia,SAU,2001,0.0,15119733333.0,0.0,4.62
Sudan,SDN,2001,739600000.0,1900000.0,4.705923812,15.218
Senegal,SEN,2001,304944980.1,51317747.65,4.68582035,5.574
Singapore,SGP,2001,0.0,0.0,0.0,3.76
Solomon Islands,SLB,2001,4528052.886,2255440.117,1.105728516,1.972
Sierra Leone,SLE,2001,6215277.851,339399.6354,0.578245273,3.478
El Salvador,SLV,2001,1924300000.0,25700000.0,15.66696304,6.96
San Marino,SMR,2001,0.0,0.0,0.0,0.0
Somalia,SOM,2001,0.0,0.0,0.0,19.374
Serbia,SRB,2001,0.0,0.0,0.0,12.8
South Sudan,SSD,2001,0.0,0.0,0.0,12.127
Suriname,SUR,2001,200000.003,2000000.0,0.023972786,11.913
Slovak Republic,SVK,2001,22498262.78,10107141.65,0.073096665,19.38
Slovenia,SVN,2001,198200000.0,26600000.0,0.9494015,5.68
Sweden,SWE,2001,578184768.6,578107476.3,0.238529978,4.73
Eswatini,SWZ,2001,52717094.55,26487653.64,3.417690118,24.868
Sint Maarten (Dutch part),SXM,2001,0.0,0.0,0.0,0.0
Seychelles,SYC,2001,1790853.672,5607923.912,0.270495473,0.0
Syrian Arab Republic,SYR,2001,170000000.0,30000000.0,0.195917282,11.63
Turks and Caicos Islands,TCA,2001,0.0,0.0,0.0,0.0
Chad,TCD,2001,0.0,0.0,0.0,0.799
Togo,TGO,2001,68502540.47,5295765.451,3.4004454,4.075
Thailand,THA,2001,1252447488.0,0.0,1.041133978,2.6
Tajikistan,TJK,2001,0.0,0.0,0.0,14.775
Turkmenistan,TKM,2001,0.0,0.0,0.0,10.644
Timor-Leste,TLS,2001,0.0,0.0,0.0,3.4
Tonga,TON,2001,52809898.2,5629488.894,29.15784756,4.328
Trinidad and Tobago,TTO,2001,40900002.19,0.0,0.463464011,10.88
Tunisia,TUN,2001,927148405.3,20921483.62,4.20173626,14.4
Tuvalu,TUV,2001,4250753.813,371358.3414,30.43921511,0.0
Tanzania,TZA,2001,15253000.0,29674900.0,0.11230599,2.99
Uganda,UGA,2001,348574793.6,354682787.2,5.968231534,3.539
Ukraine,UKR,2001,829000000.0,0.0,2.108900627,11.06
Uruguay,URY,2001,6038.03,0.0,2.89e-05,15.05
United States,USA,2001,4513000000.0,38219000000.0,0.042648176,4.73
Uzbekistan,UZB,2001,0.0,0.0,0.0,11.181
St. Vincent and the Grenadines,VCT,2001,19453333.33,4545555.556,4.210019066,21.1
"Venezuela, RB",VEN,2001,19000000.0,406000000.0,0.015458335,13.04
British Virgin Islands,VGB,2001,0.0,0.0,0.0,0.0
Virgin Islands (U.S.),VIR,2001,0.0,0.0,0.0,10.6
Vietnam,VNM,2001,1100000000.0,0.0,3.365437691,2.76
Vanuatu,VUT,2001,18430385.56,16109883.79,7.145585385,1.932
Samoa,WSM,2001,45000000.0,6214655.876,16.898261,4.96
Kosovo,XKX,2001,0.0,0.0,0.0,0.0
"Yemen, Rep.",YEM,2001,1294612549.0,63604000.09,13.12786756,11.718
South Africa,ZAF,2001,281612438.3,520760001.2,0.207939621,20.217
Zambia,ZMB,2001,0.0,28400000.0,0.0,13.503
Zimbabwe,ZWE,2001,0.0,0.0,0.0,5.34
Aruba,ABW,2002,1329608.939,45960893.85,0.067767654,0.0
Afghanistan,AFG,2002,0.0,0.0,0.0,8.186
Angola,AGO,2002,0.0,223507959.1,0.0,4.043
Albania,ALB,2002,733570000.0,0.0,16.87117035,17.895
Andorra,AND,2002,0.0,0.0,0.0,0.0
United Arab Emirates,ARE,2002,0.0,0.0,0.0,2.654
Argentina,ARG,2002,206630000.0,119550000.0,0.211442421,19.59
Armenia,ARM,2002,263890000.0,22791214.45,11.10491554,10.81
American Samoa,ASM,2002,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2002,14242166.67,1411481.481,1.748832334,0.0
Australia,AUS,2002,465722534.0,991488492.4,0.117733643,6.37
Austria,AUT,2002,1985329834.0,1517669556.0,0.926015564,4.85
Azerbaijan,AZE,2002,163317000.0,187881000.0,2.618902024,10.04
Burundi,BDI,2002,0.0,2825143.545,0.0,3.014
Belgium,BEL,2002,4534638939.0,1628741741.0,1.75500262,6.91
Benin,BEN,2002,76107818.02,6648280.332,1.814535045,0.69
Burkina Faso,BFA,2002,58734134.67,50096973.42,1.621437288,2.749
Bangladesh,BGD,2002,2858057770.0,5734840.986,5.222669239,3.934
Bulgaria,BGR,2002,1176951497.0,14492716.0,7.175201796,18.11
Bahrain,BHR,2002,0.0,871542553.2,0.0,1.136
"Bahamas, The",BHS,2002,0.0,57669730.0,0.0,9.05
Bosnia and Herzegovina,BIH,2002,1495729519.0,14009275.68,22.23068848,27.554
Belarus,BLR,2002,80600000.0,48800000.0,0.552246639,10.885
Belize,BLZ,2002,26836163.72,16651088.77,2.176493408,10.04
Bermuda,BMU,2002,0.0,0.0,0.0,0.0
Bolivia,BOL,2002,112900000.0,37880000.0,1.428122347,2.49
Brazil,BRA,2002,2003791000.0,329421000.0,0.393057981,10.64
Barbados,BRB,2002,125061000.0,20134500.0,4.025784645,10.32
Brunei Darussalam,BRN,2002,0.0,89225732.06,0.0,5.81
Bhutan,BTN,2002,0.0,0.0,0.0,1.867
Botswana,BWA,2002,19073417.49,129616289.5,0.350687506,21.105
Central African Republic,CAF,2002,0.0,0.0,0.0,5.367
Canada,CAN,2002,635318060.4,1970679764.0,0.083523121,7.66
Switzerland,CHE,2002,1225420693.0,7528320437.0,0.396191708,2.92
Channel Islands,CHI,2002,0.0,0.0,0.0,5.83
Chile,CHL,2002,12400000.0,15900000.0,0.017639888,10.17
China,CHN,2002,2353070422.0,1172943240.0,0.160012126,4.24
Cameroon,CMR,2002,29456452.63,55576406.89,0.237222005,6.689
"Congo, Dem. Rep.",COD,2002,0.0,0.0,0.0,2.895
"Congo, Rep.",COG,2002,1176490.5,34864291.64,0.038773672,19.958
Colombia,COL,2002,2479942596.0,157548258.7,2.531953664,15.63
Comoros,COM,2002,0.0,0.0,0.0,4.66
Cabo Verde,CPV,2002,85021681.69,1521438.772,13.70196127,11.09
Costa Rica,CRI,2002,250646486.4,147801110.7,1.511847502,6.33
Cuba,CUB,2002,0.0,0.0,0.0,3.31
Cayman Islands,CYM,2002,0.0,0.0,0.0,0.0
Cyprus,CYP,2002,20660797.83,107041595.2,0.180914059,3.3
Czechia,CZE,2002,332664617.8,892550709.3,0.404720161,7.02
Germany,DEU,2002,4653643268.0,10126521387.0,0.223895979,8.48
Djibouti,DJI,2002,14956026.58,1688039.117,2.530108096,28.351
Dominica,DMA,2002,14457759.26,6233.333333,4.339111635,0.0
Denmark,DNK,2002,784859296.8,860117577.8,0.439365178,4.27
Dominican Republic,DOM,2002,2194300000.0,22500000.0,8.085876551,6.78
Algeria,DZA,2002,1070000000.0,0.0,1.885118554,25.9
Ecuador,ECU,2002,1438022869.0,7281253.067,5.037043818,4.899
"Egypt, Arab Rep.",EGY,2002,2893100000.0,14400000.0,3.397808129,10.01
Eritrea,ERI,2002,0.0,0.0,0.0,5.693
Spain,ESP,2002,745323091.2,533009750.9,0.105159234,11.15
Estonia,EST,2002,19148980.41,4758523.049,0.259894721,10.03
Ethiopia,ETH,2002,32986894.42,16578457.7,0.420171887,3.149
Finland,FIN,2002,477152547.4,113506988.6,0.339841446,10.42
Fiji,FJI,2002,99401919.41,3892612.937,5.422080654,4.762
France,FRA,2002,10599319442.0,6134107943.0,0.705957986,8.7
Faroe Islands,FRO,2002,39750000.0,9640000.0,3.117418051,0.0
"Micronesia, Fed. Sts.",FSM,2002,0.0,0.0,0.0,0.0
Gabon,GAB,2002,2846533.112,96449265.07,0.053351311,17.204
United Kingdom,GBR,2002,5235071153.0,5996404559.0,0.293152971,5.04
Georgia,GEO,2002,226328929.3,18911615.19,6.665031812,12.59
Ghana,GHA,2002,43520000.0,0.0,0.705783462,8.519
Gibraltar,GIB,2002,0.0,0.0,0.0,0.0
Guinea,GIN,2002,15190000.0,17810000.0,0.51488057,4.55
"Gambia, The",GMB,2002,0.0,0.0,0.0,8.777
Guinea-Bissau,GNB,2002,17631575.31,5416160.532,4.220032223,3.068
Equatorial Guinea,GNQ,2002,0.0,0.0,0.0,8.179
Greece,GRC,2002,1660397780.0,411733893.8,1.074244709,9.98
Grenada,GRD,2002,24755555.56,1214814.815,4.581503571,0.0
Greenland,GRL,2002,0.0,0.0,0.0,0.0
Guatemala,GTM,2002,1600192057.0,81922957.21,7.827117655,2.767
Guam,GUM,2002,0.0,0.0,0.0,11.39
Guyana,GUY,2002,51000000.0,53100000.0,7.023521853,11.81
"Hong Kong SAR, China",HKG,2002,120529560.8,298887656.5,0.072455893,7.28
Honduras,HND,2002,801398970.0,10900000.0,10.19817942,4.02
Croatia,HRV,2002,1093044041.0,87132886.65,4.085037881,15.05
Haiti,HTI,2002,675660000.0,22000000.0,10.8874741,10.826
Hungary,HUN,2002,443556552.6,391634248.2,0.656062186,5.61
Indonesia,IDN,2002,1258917563.0,0.0,0.643419008,6.6
Isle of Man,IMN,2002,0.0,0.0,0.0,0.0
India,IND,2002,15735736286.0,1186800148.0,3.055850966,8.102
Ireland,IRL,2002,316105773.9,587765564.0,0.245813001,4.22
"Iran, Islamic Rep.",IRN,2002,851000000.0,0.0,0.661603354,12.8
Iraq,IRQ,2002,0.0,0.0,0.0,8.891
Iceland,ISL,2002,64770700.64,20677660.07,0.695084043,2.99
Israel,ISR,2002,166600000.0,2780500000.0,0.133216096,12.89
Italy,ITA,2002,2272672068.0,2062457960.0,0.178001774,9.21
Jamaica,JAM,2002,1241600000.0,242300000.0,12.77496428,6.868
Jordan,JOR,2002,2134979288.0,193935169.0,22.2799523,15.3
Japan,JPN,2002,1126867033.0,2678810110.0,0.026940203,5.39
Kazakhstan,KAZ,2002,111248207.7,364817563.1,0.451556684,9.33
Kenya,KEN,2002,57143479.98,5714347.998,0.434625975,3.09
Kyrgyz Republic,KGZ,2002,30293198.6,14369923.28,1.886670737,2.11
Cambodia,KHM,2002,123000000.0,69656040.0,2.87112937,1.107
Kiribati,KIR,2002,0.0,0.0,0.0,0.0
St. Kitts and Nevis,KNA,2002,25386555.56,7761377.778,5.277021316,0.0
"Korea, Rep.",KOR,2002,5134800000.0,5862200000.0,0.818626079,3.05
Kuwait,KWT,2002,0.0,1925543132.0,0.0,1.1
Lao PDR,LAO,2002,729303.75,486202.5,0.041480687,1.778
Lebanon,LBN,2002,2544451535.0,2520630000.0,13.2854,8.091
Liberia,LBR,2002,0.0,0.0,0.0,2.206
Libya,LBY,2002,7000000.0,786000000.0,0.034176534,19.753
St. Lucia,LCA,2002,24561711.11,2777777.778,2.729079012,20.39
Liechtenstein,LIE,2002,0.0,0.0,0.0,0.0
Sri Lanka,LKA,2002,1296070000.0,203680000.0,7.83761501,8.76
Lesotho,LSO,2002,388679066.3,7967420.578,50.1018894,17.064
Lithuania,LTU,2002,109248045.6,31277059.8,0.766127084,13.01
Luxembourg,LUX,2002,827567939.0,4070377008.0,3.499254846,2.62
Latvia,LVA,2002,112559795.8,3778528.25,1.177769421,13.83
"Macao SAR, China",MAC,2002,46620166.55,95124956.95,0.632421479,6.27
